Category,CounterSpeech,commentText,date,hasReplies,id,likes,numberOfReplies,timestamp,user,Community,replies
Default,False,"True believers will suffer persecution, so if your not being persecuted I guess are not a true believer, so I think you should go back and read your Bible and ask God to give you wisdom to understand the Bible but first you need to get right with god. Pastor Steven Anderson is being Persecuted all the time so I guess he is a true believe. What are you ??????????? 
Leviticuse 20:13
 If a man also lie with mankind, as he lieth with a woman, both of them have committed an abomination: they shall surely be put to death; their blood shall be upon them.
2 Timothy 3:12-13
12 Yea, and all that will live godly in Christ Jesus shall suffer persecution.
13 But evil men and seducers shall wax worse and worse, deceiving, and being deceived.",1 week ago,0.0,UgzrhC-NqZpbGhKwBpV4AaABAg,0,0.0,2018-11-28 19:15:04.901,Eugene Ogle,lgbt,[]
Default,False,He is a Perfect Muslim...,1 week ago,0.0,Ugzy9EbR8_2NENv_jVN4AaABAg,0,0.0,2018-11-28 19:15:04.904,Sarmatian Knight,lgbt,[]
Default,False,All the things he said were true and if you don’t agree leave him alone. He doesn’t have to believe the same thing homosexuals believe.,1 week ago,0.0,Ugx1MGBvqOFWY7Pe3gF4AaABAg,1,0.0,2018-11-28 19:15:04.907,Anyjah C,lgbt,[]
7,True,I feel sorry for him pretending hes straight must be so bad,1 week ago,0.0,UgysY68PzGRIhWoLAfh4AaABAg,0,0.0,2018-11-28 19:15:04.911,alice l,lgbt,[]
Default,False,"the guy protesting outside with the pineapple hair, argument invalid",1 week ago,0.0,Ugx4ptqAkGfDxm4mL0B4AaABAg,0,0.0,2018-11-28 19:15:04.912,Andrianarison nantenaina,lgbt,[]
Default,False,Homosexuality is a sin and no matter how much you like participating in that sin it will still land you in hell. Repent and turn away from homosexuality and trust in Jesus,1 week ago,0.0,Ugw7LFSFvIqrvh3uAnh4AaABAg,0,0.0,2018-11-28 19:15:04.914,Henry Udueni,lgbt,[]
Default,False,"In my country, sodomy is a felony punishable by a 14 year jail sentence. It is considered an unnatural offense and gross indecency.",1 week ago,0.0,UgzmAtm1fjtEe3vzZNN4AaABAg,0,0.0,2018-11-28 19:15:04.916,Lady Bird,lgbt,[]
Default,False,"The same people who say God is love are the same people threaten this man's life and his family's life... They call him a hipocrit when they don't even read the bible, the truth is not for everyone.",1 week ago,0.0,UgzfFYitNJ4ckLt0Ad54AaABAg,0,0.0,2018-11-28 19:15:04.917,Leepile Seeco,lgbt,[]
Default,False,"I genuinely love this guy, no matter how many people hate him.",1 week ago,1.0,UgxPGaOuK_lPvoktC1J4AaABAg,0,1.0,2018-11-28 19:15:04.922,Leepile Seeco,lgbt,[]
9,True,You are Inhuman ! You are a descendent of the devil !,1 week ago,0.0,UgzGGw_p7Iofk8CE_pF4AaABAg,0,0.0,2018-11-28 19:15:06.234,Kshitij Bhoge,lgbt,[]
Default,False,LGBT: Let god burn them. Good one though😂,1 week ago,0.0,Ugw0DuLfmJyBM5dODKF4AaABAg,0,0.0,2018-11-28 19:15:06.235,SACHIN,lgbt,[]
Default,False,I don't like people sending messages about raping his kids because you're not helping anything.,1 week ago,0.0,UgzDPjUV3lxMunXspVZ4AaABAg,0,0.0,2018-11-28 19:15:06.240,Falcon,lgbt,[]
Default,False,MOST MEN WHO HAVE SEX WITH OTHER MEN WILL NOT HAVE SEX WITH AN ANIMAL?,1 week ago,0.0,Ugz_9qlBsF27DbqKc114AaABAg,0,0.0,2018-11-28 19:15:06.243,Iman Wooden,lgbt,[]
Default,False,"It is clear in the Bible: If a man also lies with a man, as he lies with a woman, both of them have
committed an abomination: they shall surely be put to death; their blood shall
be upon them. Leviticus 20:13",1 week ago,0.0,UgwzTFFu8qt6-MUJJ-94AaABAg,0,0.0,2018-11-28 19:15:06.250,Bobby Robby,lgbt,[]
Default,False,"It is not the point of the Christian faith to love the homosexual life.  Now when I say this today, it is considered hate speech.",1 week ago,0.0,Ugz5lQWwomT1Ap_KLEZ4AaABAg,0,0.0,2018-11-28 19:15:06.252,Bobby Robby,lgbt,[]
Default,False,"I dislike this dude mainly because he is Anti Israel...🇮🇱, anyone against Eretz Yisroel will have a rude awakening when Messiah comes..",1 week ago,0.0,UgxzksMN_LS7eekhosB4AaABAg,0,0.0,2018-11-28 19:15:06.258,Sergio Romero,lgbt,[]
Default,False,Banned in Europe. That´s a good thing,1 week ago,0.0,Ugx92M6AZWIPTZtyxup4AaABAg,0,0.0,2018-11-28 19:15:06.261,dm Lindener,lgbt,[]
7,True,"Anagram of
Steven Anderson: 

""Nonsense Advert""",2 weeks ago,0.0,UgxDAanTKv_k0dswCwR4AaABAg,0,0.0,2018-11-21 19:15:07.700,Benjamin McMullan,lgbt,[]
Default,False,Ted Haggard the second,2 weeks ago,0.0,UgzdRDwv7fZWDoc8l-14AaABAg,0,0.0,2018-11-21 19:15:07.702,Benjamin McMullan,lgbt,[]
9,True,He needs to shut his trap,2 weeks ago,0.0,Ugx37QGgRNvj4RIfDE14AaABAg,0,0.0,2018-11-21 19:15:07.718,zer0 the assassin,lgbt,[]
7,True,I can't wait till he gets caught in a gay hookup,2 weeks ago,0.0,UgxKfhwseec4GNnbOLd4AaABAg,0,0.0,2018-11-21 19:15:07.730,Michael Karpinski,lgbt,[]
Default,False,Free speech right?,2 weeks ago,0.0,Ugz6_l2cLGuZN994Ke14AaABAg,0,0.0,2018-11-21 19:15:07.731,Karim Temri,lgbt,[]
5,True,This is disgusting,2 weeks ago,0.0,UgwJjWlgSg-EAekhayF4AaABAg,0,0.0,2018-11-21 19:15:07.735,Unique Bacon Hair,lgbt,[]
Default,False,God loves a man that will stand for the Word,2 weeks ago,0.0,Ugz7VEl7W1UakbkS6UR4AaABAg,0,0.0,2018-11-21 19:15:07.736,Emma Danner,lgbt,[]
Default,False,Go Pastor!!!! I support you!!!,3 weeks ago,0.0,UgyR9fp9XzdcR6lqKRB4AaABAg,0,0.0,2018-11-14 19:15:07.741,Master M,lgbt,[]
Default,False,Leviticus 20:13 people,3 weeks ago,0.0,UgyZa0z1ebbWZShQDxF4AaABAg,0,0.0,2018-11-14 19:15:07.746,Jonathan,lgbt,[]
7,True,"i will ABSOLUTELY enjoy aids, thank you sir",3 weeks ago,0.0,UgxPjsoJIYbrG-zaKfF4AaABAg,0,0.0,2018-11-14 19:15:08.693,a civilian,lgbt,[]
Default,False,It isnt ok to be gay. End of story,3 weeks ago,0.0,UgxZ_UjyEgx1_fjnufJ4AaABAg,0,0.0,2018-11-14 19:15:08.694,money maker,lgbt,[]
Default,False,Hannah removed most of the parts from the documentary and she knows it.,3 weeks ago,0.0,Ugxl1zshJB3WDp3HhYN4AaABAg,0,0.0,2018-11-14 19:15:08.696,THE TECH COMPLAINER TTC,lgbt,[]
7,True,This is the most closeted person alive on the planet rn!,3 weeks ago,0.0,Ugykfrf1IouoparJ4J94AaABAg,0,0.0,2018-11-14 19:15:08.697,Henrik,lgbt,[]
Default,False,"Though I’m not a Christian, I support this pastor. The Bible doesn’t support homo. It’s a big sin.",3 weeks ago,0.0,Ugz2JuuHZC6iRqkzDBV4AaABAg,0,0.0,2018-11-14 19:15:08.699,bornomala,lgbt,[]
Default,False,"America’s TRUTH Preacher. Get your on King James Version Bible and read it yourself. God said it, Pastor Anderson is just preaching the TRUTH as God said it.",3 weeks ago,0.0,UgyOjVLVHsgmOcvUcTJ4AaABAg,0,0.0,2018-11-14 19:15:08.704,Melinda Younes,lgbt,[]
Default,False,This is just what people need to see. BBC is posting this! A country that still has a queen is making fun of America.,3 weeks ago,0.0,Ugyw_2Eq6K_A2TArVAt4AaABAg,0,0.0,2018-11-14 19:15:08.707,axer351,lgbt,[]
Default,False,"Is anjem choudary in this documentary? If he isn't then the folks at the BBC are hypocrites for condemning a white homophobic preacher but not an imam that is a isis supporter, because god forbid you piss off a bunch of muslims feelings; but not christians! To make myself clear, I abhor the disgusting things the zealot anderson spews out of his mouth, but he shouldn't be the only hate preacher criticized for it because he happens to be a christian. Anjem choudary has a much bigger impact than this nutter has because people listen to him. Muslim hate preachers should receive the same treatment as anderson, regardless of skin color. We as westerners have failed to treat muslim fundamentalists the same way we treat christian fundamentalists or neo-nazis.


Change my mind",3 weeks ago,0.0,UgydZ57rspef5AQi-xx4AaABAg,0,0.0,2018-11-14 19:15:08.709,Randy Wilks,lgbt,[]
Default,False,"Just like Jesus said “If the world hates you, you know it hated me first, if they persecuted me, they’ll persecute you” Gods Word is Truth and these so call “Gay Christians” make me sick, so basically what they are protesting is, by pastor Anderson preaching what the Bible says about Homosexuality is hate?! Yeah ok, these people are sick and ignorant 🤦🏻‍♂️",3 weeks ago,1.0,UgzXC8EFL_qfoQIVUtd4AaABAg,0,1.0,2018-11-14 19:15:08.711,JEDFTW 777,lgbt,[]
Default,False,"BBC is fake news, you judge someone who dont support gays but youll never judge some gays who hate christians, but i can see every day that",3 weeks ago,1.0,UgzNcw-NSjyTF-Cz90N4AaABAg,0,1.0,2018-11-14 19:15:08.714,Lord_Antonini,lgbt,[]
Default,False,God bless Pastor anderson against Zionists Gays,3 weeks ago,0.0,UgxwjSqG5HmtjU3RgEd4AaABAg,0,0.0,2018-11-14 19:15:08.716,nadiiine nadiiine,lgbt,[]
7,True,Definitely a bottom... LMAO,3 weeks ago,0.0,UgzMlwYhB1YU78O6gLN4AaABAg,0,0.0,2018-11-14 19:15:08.718,Fernando Sanchez,lgbt,[]
Default,False,"Pastor Anderson is a great man of God and he loves harder than any of you could ever imagine, you’ll realize this your first day in Hell!",3 weeks ago,0.0,UgzQxBrBjL3I_Y47G2x4AaABAg,0,0.0,2018-11-14 19:15:08.722,LauraAndLuke Serna,lgbt,[]
Default,False,"Where are the femenists and SJWnazis for this shit? also I thought cristians can do anything they want because Jesus died for our sins, or maybe I dont understand cristianety, I dont say Jews are different but... we try to change it",3 weeks ago,0.0,Ugxhh5240CWoa8_DzFB4AaABAg,0,0.0,2018-11-14 19:15:10.099,Mrudle the Zionist,lgbt,[]
7,True,"He is gonna be found in a car with a gay hooker, mark my words LOL",3 weeks ago,1.0,UgxzuLkMt_CAS1EE7gZ4AaABAg,1,3.0,2018-11-14 19:15:10.114,Sam Kunz,lgbt,[]
Default,False,This man God bless you .now everyone can see how hypocritical the media in the West is. Especially BBC he's preaching what is in the Bible Britain is a Christian country. I think there should be a Christian revolution in the West.Christians u r the majority why do you allow this dirty people to bribe politicians to impose this on u,3 weeks ago,0.0,UgyvnakMJgANOsdVA_p4AaABAg,0,0.0,2018-11-14 19:15:10.123,Samani Yusif,lgbt,[]
Default,False,thats my guy,4 weeks ago,0.0,UgzSzJ-vj0NECu8KWzt4AaABAg,2,0.0,2018-11-07 19:15:10.137,Lah Poe Yu,lgbt,[]
Default,False,god bless this good man,4 weeks ago,1.0,UgwN3cHJM-0XIrRPM794AaABAg,1,3.0,2018-11-07 19:15:10.141,American Storm,lgbt,[]
Default,False,He is not spreading hate. He is telling the truth and that what people hate.The truth will set you free,4 weeks ago,1.0,Ugwvij0RYWW7dXVW6_t4AaABAg,1,1.0,2018-11-07 19:15:10.144,THE TECH COMPLAINER TTC,lgbt,[]
Default,False,The pastor and gay protestors are both extremes. under the law of Moses Gays are to be stoned to death but under Grace the new covenant we are supposed to love and pray that they may come to repentance.,1 month ago,0.0,UgyQs3liO2r-0EbRcEh4AaABAg,0,0.0,2018-11-05 19:15:11.411,Tlotlo Oepeng,lgbt,[]
Default,False,He’s so right it’s scary,1 month ago,0.0,Ugx5HGRV9TTJrPrdL154AaABAg,2,0.0,2018-11-05 19:15:11.413,Chazer Wolf,lgbt,[]
5,True,There’s a lot of hate in this world 🌎,1 month ago,0.0,UgysAk9YSF1eTutTHkB4AaABAg,3,0.0,2018-11-05 19:15:11.415,Maria Zuniga,lgbt,[]
7,True,How many more months before he's caught with a male escort in the neighbouring town?,1 month ago,1.0,Ugzc0fkHeY0cdzfNV9B4AaABAg,1,6.0,2018-11-05 19:15:11.422,Colin12475,lgbt,[]
1,True,"The biggest anti-gay impetus comes from the writings of the phony ""Saint"" Paul. ""Saint"" Paul is not reliable. The evidence has been staring us in the face for centuries. It is recorded at the time Christ ascended (actually translated) to heaven, the ones labeled as angels said He would come back the way He went up. For Paul to have heard Jesus talking to him on the road to Damascus would mean Christ had descended. The description of what happened to Saul on the road to Damascus is not accurate. I have come to understand this ever since I read Freud on hysterical blindness and reaction formation a half-century ago. John Bradshaw's (the guru of the midlife crisis crowd in the 90's, not the dog guy) series on the family provided the missing key. He explained what it means to be 'shame-based' and Saul /Paul (a Pharisee of Pharisees) was definitely that. The voice he heard on the road to Damascus was most likely an auditory hallucination of a beloved childhood friend from when he was 8 to 9 years old named 'Jesus' who later was part of a Saul/Paul stoning Christians event. Then is when he first heard what he later reported. Add in an attack of toxic guilt and an auditory hallucination from the stoning party followed by hysterical blindness leading to reaction formation and Saul becomes Paul. Why expose Saul/Paul? He's the one whose New Testament writings condemned homosexuality in First Corinthians 6:9-11 and other places. A more honest writing would have been ""If you were the kind of person I was before my ""conversion"", you would not inherit the Kingdom of God"". His actual homosexuality became, as part of the reaction formation process, a promotion of homospirituality - such phrases as ""I am in him and he is in me"". No - He is not here - He is preparing a place for us. We do not have an invisible six-foot Jesus walking with us. Paul says to accept no other ""gospel"" while Saint Peter proclaims ""I have come to understand that anyone who fears (is in awe of) God and does what is right in His sight will be ""saved"". Quite different from Saul/Paul. It's always amazed me the Roman Church claims to have been founded by St. Peter, yet imposes Paul's impossible burden of wellness on the priesthood. Considering the Jerusalem Church did not accept the offering Paul brought them, I'll believe Saint Peter. As for the folks who claim to be Christians under grace and quote the O.T. phrase ""He who lies with a man as with a woman shall be put to death"" - Just tell them you do it standing up.
Genetic science has well established the role testosterone plays during our fetal stage of development and its' role in the formation of homosexual identity, especially where twins are concerned. Homosexuality is about family survival. Again, homosexuals are like the mortar that makes the cathedral possible and keeps the stones from falling down. Consider the life of Alan Turing - without him, we would probably be speaking German. The misconception about homosexuals as ""queer"" is not a result of sexual identity. It results from such individuals who have poor boundaries, have identity issues such as co-dependency, compulsivity, etc. With over 400 species identified as engaging in homosexual behavior, creatures that are neither moral nor immoral, - well - remember in Genesis where it says God looked upon creation. He said it was good. Legitimate homosexuality is normal.",1 month ago,0.0,Ugyrkm5mZKks7Z2we7d4AaABAg,0,0.0,2018-11-05 19:15:11.425,Ted Phillips,lgbt,[]
Default,False,support the pastor!!,1 month ago,0.0,UgxnKmeoiv44bij0jox4AaABAg,3,0.0,2018-11-05 19:15:11.427,Mesut Özdemir,lgbt,[]
Default,False,"homosexual is sin, becoz our maker said so.   and you better listen to that or you'll deeply regret after life",1 month ago,0.0,UgwsYR1kFi5ekqbmjvx4AaABAg,0,0.0,2018-11-05 19:15:11.447,Philip Trump,lgbt,[]
Default,False,notorious? it's better to stand with GOD and be judged by the world than standing with world and thrown into the Hell,1 month ago,0.0,Ugx0cN3oL0dJcv4rOPh4AaABAg,0,0.0,2018-11-05 19:15:11.449,Philip Trump,lgbt,[]
7,True,"love is love, but this guys is banging on the closet door",1 month ago,0.0,UgwWvleVjzcpc2mByAF4AaABAg,1,0.0,2018-11-05 19:15:11.453,elliot.blunds,lgbt,[]
Default,False,I love you pastor Steven Anderson. Thank you for preaching the truth bodly.,1 month ago,0.0,Ugz-yP8iXKS8NIFieW94AaABAg,0,0.0,2018-11-05 19:15:11.457,Lemuel,lgbt,[]
7,True,Dude is not our fault you can’t get out the closet .,1 month ago,0.0,UgwWrD8skwfolBYeUMt4AaABAg,0,0.0,2018-11-05 19:15:14.266,H-,lgbt,[]
Default,False,This man is a hero,1 month ago,0.0,UgyA4UDMYtHDveUK1s54AaABAg,0,0.0,2018-11-05 19:15:14.270,Ouroboros,lgbt,[]
Default,False,See ya later man bun great argument,1 month ago,0.0,Ugyf5wCr7bbRXhA642Z4AaABAg,0,0.0,2018-11-05 19:15:14.277,Mayo For Sam 2019,lgbt,[]
Default,False,Dude I would've been backing that guy up with the man bun,1 month ago,0.0,UgwEFB-hcGRVM_d9W1p4AaABAg,0,0.0,2018-11-05 19:15:14.279,Antwərp52,lgbt,[]
Default,False,"Psalm ch 139
21Do not I hate them, O LORD, that hate thee? and am not I grieved with those that rise up against thee?
22I hate them with perfect hatred: I count them mine enemies.",1 month ago,0.0,UgxNC7pPBGUYNSUnbVp4AaABAg,0,0.0,2018-11-05 19:15:14.286,Albert Camus,lgbt,[]
Default,False,"Let 
God 
Burn
Them 



And I agree this pastor does not deserve the hate for saying the truth...",1 month ago,0.0,UgxqOO0lp2WzacLsTAl4AaABAg,0,0.0,2018-11-05 19:15:14.290,Television TV,lgbt,[]
Default,False,"Man bun thinks Steven Anderson is ""far from saved"" because he doesn't agree with his views about child discipline and homos? Good night. The way a ""Bible believing Christian"" evaluates someone's salvation is whether or not they have believed the record that God gave of his son. This guy is almost certainly trusting his ""saved"" lifestyle. Pastor Anderson is one of the most solid people as far as preaching against repentance from sins for salvation, he happens to be wrong about homos not being able to be saved, but not in a way that perverts the gospel. Man bun on the other hand seems to have the whole thing wrong...",1 month ago,0.0,UgzFODWUdaQofcrdLtx4AaABAg,0,0.0,2018-11-05 19:15:14.293,Kevin,lgbt,[]
Default,False,Do yourself a favour and dont scroll down. Seriously.,1 month ago,0.0,UgwcEjrR1HERLKnKUtl4AaABAg,0,0.0,2018-11-05 19:15:14.296,rigor m,lgbt,[]
Default,False,"Amen, Pastor Anderson",1 month ago,0.0,Ugwn9bTwemDpGTtrZw54AaABAg,0,0.0,2018-11-05 19:15:14.298,Inocencio Bielo,lgbt,[]
Default,False,Amen praise the Lord for pastor Anderson !,1 month ago,0.0,UgzEaxENASsT5s5Dpm94AaABAg,0,0.0,2018-11-05 19:15:14.304,Arthur Lefebvre,lgbt,[]
Default,False,This is my non-believer's take on this issue: We found a true Christian who does not cherry pick the Bible and really stands for the word of God as it is written!,1 month ago,0.0,UgxOlb7O4zOEJaAbkvN4AaABAg,0,0.0,2018-11-05 19:15:15.667,Martin Růžička,lgbt,[]
Default,False,The Lord don't bless mess 😂😂😂😂,1 month ago,0.0,Ugylh95r7MwukYksUOp4AaABAg,0,0.0,2018-11-05 19:15:15.673,Zò Li Mache,lgbt,[]
Default,False,"I'm atheist but Anderson did good job in dissecting the Zionist lobby in the U.S. with his March to Zion documentary. Zionists have control over many american churches, the one who is dangerous is people like John Hagee who want to bomb Iran because God said so. Anderson is innocuous compared to Israel firstists.",1 month ago,0.0,UgxW9t5WEm-KHUM1kux4AaABAg,0,0.0,2018-11-05 19:15:15.674,Francesco B.,lgbt,[]
5,True,This MAN is dangerous!!! Jesus is love. God hates the SIN NOT the sinner! Jesus came to save not condemn!,1 month ago,0.0,UgyICKWMkFyi5h_O2-l4AaABAg,0,0.0,2018-11-05 19:15:15.676,Kimberly Baxter,lgbt,[]
Default,False,"Let god burn them quickly, gotta give credit for originality",1 month ago,0.0,UgxTWvhO0rok5Vr5_DN4AaABAg,0,0.0,2018-11-05 19:15:15.677,cuteflygon,lgbt,[]
Default,False,"Hes spent his whole life doing this, this is picked out of hundreds of hours of his work. Just like fake news?",1 month ago,0.0,UgyxkclATP-QTGCeF1x4AaABAg,0,0.0,2018-11-05 19:15:15.680,Lilac Andromeda,lgbt,[]
Default,False,"I love this pastor BBC is shit news, dont all of you know that?",1 month ago,0.0,UgzGDhYHjaGQq8QFnYh4AaABAg,0,0.0,2018-11-05 19:15:15.681,Lilac Andromeda,lgbt,[]
2,True,"This guy is such a hypocrite when he says ""all homos are pedophiles"", because he admitted to staring at a ""giant poster"" of Justin Bieber in January of 2011, when Justin was still only 16 (Justin turned 17 just over a month later), he also showed quite a bit of interest in Justin's sexuality by referring to him as a ""twinkie"" (for a man who claims to be heterosexual and claims to hate ""sodomites"", why is he using gay lingo to refer to another man?), he has also brought Justin up in many sermons, often using the lame ""Justin Bieber is gay"" jokes...",1 month ago,0.0,UgyctPbRqKeCbmph-CR4AaABAg,2,0.0,2018-11-05 19:15:15.684,Pokémon Trainer Elio,lgbt,[]
7,True,Another self hating Gay....What man broke your heart.... 🍹,1 month ago,0.0,UgzRaYkk-kI9-EOau9V4AaABAg,2,0.0,2018-11-05 19:15:16.633,velli'e e,lgbt,[]
Default,False,Let God Burn Them please,1 month ago,0.0,UgwOdogcDZZkAEiYDMZ4AaABAg,0,0.0,2018-11-05 19:15:16.635,Capronic2 Dethroned,lgbt,[]
Default,False,"Preaching the truth is hate speech in this lollipop world. No homos, adulterers, drunkards, etc shall enter heaven unless they're born again",1 month ago,0.0,UgwdoWadTiQVo7yoO7t4AaABAg,0,0.0,2018-11-05 19:15:16.636,Capronic2 Dethroned,lgbt,[]
2,True,Shouldnt god actually be proven to actually exist before following the bible?  Believing because of faith is stupid to me.. no offense.. i cant understand how people do it.. and on top of it insult others because of there blind faith.. its so confusing..,1 month ago,0.0,UgzRRCwZdnjMoqXSr6t4AaABAg,0,0.0,2018-11-05 19:15:16.639,Donald martinez,lgbt,[]
Default,False,Mr Anderson missed 1 Peter 3:15,1 month ago,0.0,UgyZO3rZb6IYIgM4WI14AaABAg,0,0.0,2018-11-05 19:15:16.651,Practical Bible Studies,lgbt,[]
Default,False,I find it confusing when some christians say they believe in God but arent against homosexuality and beating your kids when God said it. So if you think theres no problem with being Gay and beating your child is wrong you should tell God not these pastors,1 month ago,0.0,Ugzozs6Tnlsy2W76L6F4AaABAg,0,0.0,2018-11-05 19:15:16.652,*JIB *,lgbt,[]
Default,False,I seen this guy on craigslist m4m...P.N.P.,1 month ago,0.0,UgxzFvRoFV7-sYIo8QN4AaABAg,0,0.0,2018-11-05 19:15:16.654,Mark Montenaro,lgbt,[]
Default,False,I hate when people say they saved. Like saved from what? Your not saved until Christ comes first and foremost. Second he's right about that sin but theirs a lot more than that sin that will allow you not to inherit the kingdom. I hate all sin not just homosexuality. Even though homosexuals are abominable to The Most High look what happened to Sodom and Gomorrah.,1 month ago,0.0,UgxQy7c5Vtia0jqZ7gx4AaABAg,0,0.0,2018-11-05 19:15:16.655,c4choze,lgbt,[]
Default,False,"Should we kill our children by stoning when they disobey us ??? That is a serious question,,, Deuteronomy 21:18_21.. perhaps the holy spirit is directing some gays to your church so they can repent... your playing the role of God...",1 month ago,0.0,UgyRXOKz0I2tCTaA44h4AaABAg,1,0.0,2018-11-05 19:15:16.663,Mark Montenaro,lgbt,[]
Default,False,The disciple of fred phelps,1 month ago,1.0,UgygERYkigh-0G4L2914AaABAg,1,1.0,2018-11-05 19:15:17.841,brad bowlamma,lgbt,[]
Default,False,I love Pastor Anderson its true what he says.,1 month ago,0.0,Ugw5ldGLqEHDRs3JklN4AaABAg,0,0.0,2018-11-05 19:15:17.844,Dryfanny,lgbt,[]
Default,False,"Though I wouldn't go as far as this Pastor, I'm sickened at the Gay laws passed in most Western countries, homosexuality is a Sin as any other Sin. We are commanded to love everyone, hate the Sin, that's the difference",1 month ago,0.0,UgyOAncWrHDx2ZlPyi94AaABAg,0,0.0,2018-11-05 19:15:17.847,Michael Russell,lgbt,[]
7,True,This guy makes Donald Trump look like a sweetheart.,1 month ago,0.0,UgyUsjTTl6gHAK171Xx4AaABAg,0,0.0,2018-11-05 19:15:17.849,Anon Ymous,lgbt,[]
Default,False,"The Word Of God is unchanged for the last 2000 years. 
What has changed though throughout the millennia is public perception 
of God's Word. 
Trust me, it says the same things it did almost 2000 years ago. 
However the public perception today is that anything goes and they try to change 
the very definition of sin, or what is sinful. 
People are deceived into thinking just because it is rampant in our society that things 
are ok, when they in fact are not.  
2 Timothy 3 basically tells us this was coming...AND HERE WE ARE.

1But mark this: There will be terrible times in the last days. 
2People will be lovers of themselves, lovers of money, boastful, proud, abusive, disobedient to their parents, ungrateful, unholy, 
3without love, unforgiving, slanderous, without self-control, brutal, not lovers of the good, 
4treacherous, rash, conceited, lovers of pleasure rather than lovers of God— 
5having a form of godliness but denying its power. Have nothing to do with such people.

6They are the kind who worm their way into homes and gain control over gullible women, who are loaded down with sins and are swayed by all kinds of evil desires, 
7always learning but never able to come to a knowledge of the truth. 
8Just as Jannes and Jambres opposed Moses, so also these teachers oppose the truth. They are men of depraved minds, who, as far as the faith is concerned, are rejected. 
9But they will not get very far because, as in the case of those men, their folly will be clear to everyone.
Homosexuality is a Sin, sorry to disappoint you, but it is written.",1 month ago,0.0,UgwTD3IY921Abxtf1VZ4AaABAg,0,0.0,2018-11-05 19:15:17.851,Paul Colourzone,lgbt,[]
Default,False,I say he is preaching the bible it d,1 month ago,0.0,Ugwdl1_J2-BJiRXsp9x4AaABAg,0,0.0,2018-11-05 19:15:17.854,jess butler,lgbt,[]
Default,False,You can't be on both sides of the fence  . Your a Christian or not   . abomanation is what the Bible says fags are  🤔🤔 think about it God didn't make to male dog  scroo. Only a nasty. Human will do it because of the devil is in your  soul ✝🛐😇🙏,1 month ago,0.0,UgyF75HK4eWTTYIYWVx4AaABAg,0,0.0,2018-11-05 19:15:17.856,David Bracewell,lgbt,[]
Default,False,"Jude 1:7 Even as Sodom and Gomorrha, and the cities about them in like manner, giving themselves over to fornication, and going after strange flesh, are set forth for an example, suffering the vengeance of eternal fire.",1 month ago,0.0,Ugwfeds4hGAJTIi4sFl4AaABAg,0,0.0,2018-11-05 19:15:17.859,The Translator,lgbt,[]
Default,False,They need to get saved and stop being gay. Being gay is a sin but this is too much if I had to vote on this preacher it would be a no.,1 month ago,0.0,UgySz_xgYcCdZQA_46Z4AaABAg,0,0.0,2018-11-05 19:15:17.860,Mel B,lgbt,[]
Default,False,God hates figs. Because figs are the gayest of fruits.,1 month ago,0.0,UgyE14kWvJTnc2vOjPJ4AaABAg,0,0.0,2018-11-05 19:15:17.868,RockingTheCarhartts,lgbt,[]
Default,False,"He is saying the"" TRUTH"" homosexual is a mental forbidding sickness which western world foolishly embrace. Many incurable diseases(HIV) emanate from this stupid devilish act ...",1 month ago,0.0,UgyCZ-XMoGhr6TifHCN4AaABAg,0,0.0,2018-11-05 19:15:19.403,chinonso nelse,lgbt,[]
Default,False,"I had a wife who began exhibiting all witchcrafts, (blame shifting, counterattacks, mockery, guilting, spiritual seductions false accusations) which sodomites, lesbians, pedaphiles, murderers do.
Turns out that she too, had committed a sin unto death, ADULTERY. We who have THE spirit and THE  Truth, (Gods Word), know that CERTAIN sins, are sins of death. 1 John 5:16-17 KJV

This helps we true converts, understand the reasoning of unrepentant unconverted sodomites, lesbians, adulterers, adulteresses, murderers, and where it comes from. 
Satan and his minions, are extremely intelligent, and cunning influences, who has seduced millions to commit a sin of death. 

While we mustn't receive a single word such people say, NOT ONE WORD, we must pray for them, for their salvation, as everlasting torment awaits them, otherwise.",2 months ago,0.0,UgxavkPUDl3LAfjbnDp4AaABAg,0,0.0,2018-10-05 19:15:19.406,Douglas,lgbt,[]
Default,False,"Declaring that ""All sin is the same...  (IN GODS EYES)"", is actually ""Taking The Lords name in vain"".
It's USING GOD (in God's eyes) as a battering ram to enforce HUMAN perception, implying Rebellion to God, and Hell for disagreeing!!!   
Truth is, anger isn't even sin, ""Be ye angry and SIN not"", 1 John 5:16-17 declares CERTAIN sins are unto death, like sodomy, adultery, beastiality, and some are not.",2 months ago,0.0,UgyXvDU7ssHn75BlIdN4AaABAg,0,0.0,2018-10-05 19:15:19.408,Douglas,lgbt,[]
9,True,"Guy needs to come out of the closest , i liked how when he was challenged  by the protesters he up and ran away , i wonder how many kids he has molested cause its obvious he is hiding something",2 months ago,0.0,UgxNTb82IQH6rdjciIN4AaABAg,0,0.0,2018-10-05 19:15:19.411,Azza Rikona,lgbt,[]
7,True,Plot Twist- this mans had more wieners in him than a New York hot dog cart.,2 months ago,0.0,Ugx2dUkGZTrmpDWDwHt4AaABAg,0,0.0,2018-10-05 19:15:19.414,Philip Tucker,lgbt,[]
5,True,2:10 proof that this guy is just evil,2 months ago,0.0,UgycGZSbXMFSurMHDIV4AaABAg,0,0.0,2018-10-05 19:15:19.419,miserable.yaks,lgbt,[]
